web-scraper-order,web-scraper-start-url,card_link,card_link-href,name,Stats,description,card_type
1585687293-5460,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"T.G. Halberd CannonSynchro MonsterMachine1 Tuner Synchro Monster + 2 or more non-Tuner Synchro Monsters
Must be Synchro Summoned, and cannot be Special Summoned by other ways. Once per turn, during either player's turn, when a monster(s) would be Summoned: You can negate the Summon, and if you do, destroy that monster. This card must be face-up on the field to activate and to resolve this effect. When this card is sent from the field to the Graveyard: You can target 1 ""T.G."" monster in your Graveyard; Special Summon that target. 19,6810.80 5 0",https://db.ygoprodeck.com/card/?search=T.G.%20Halberd%20Cannon,T.G. Halberd Cannon,ATK: 4000 DEF: 4000,"1 Tuner Synchro Monster + 2 or more non-Tuner Synchro Monsters
Must be Synchro Summoned, and cannot be Special Summoned by other ways. Once per turn, during either player's turn, when a monster(s) would be Summoned: You can negate the Summon, and if you do, destroy that monster. This card must be face-up on the field to activate and to resolve this effect. When this card is sent from the field to the Graveyard: You can target 1 ""T.G."" monster in your Graveyard; Special Summon that target.",Synchro Monster
1585687160-5397,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Darklord IxchelEffect MonsterFairyYou can discard this card and 1 ""Darklord"" card; draw 2 cards. During either player's turn: You can pay 1000 LP, then target 1 ""Darklord"" Spell/Trap Card in your Graveyard; apply that target's effect, then shuffle that target into the Deck. You can only use each effect of ""Darklord Ixchel"" once per turn. You can only Special Summon ""Darklord Ixchel(s)"" once per turn. 80,1404.72 9 2",https://db.ygoprodeck.com/card/?search=Darklord%20Ixchel,Darklord Ixchel,ATK: 2500 DEF: 2900,"You can discard this card and 1 ""Darklord"" card; draw 2 cards. During either player's turn: You can pay 1000 LP, then target 1 ""Darklord"" Spell/Trap Card in your Graveyard; apply that target's effect, then shuffle that target into the Deck. You can only use each effect of ""Darklord Ixchel"" once per turn. You can only Special Summon ""Darklord Ixchel(s)"" once per turn.",Effect Monster
1585687359-5489,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Cosmic Blazar DragonSynchro MonsterDragon1 Tuner Synchro Monster + 2 or more non-Tuner Synchro Monsters
Must be Synchro Summoned, and cannot be Special Summoned by other ways. You can banish this card until the End Phase to activate 1 of these Quick Effects;
● When your opponent activates a card or effect: Negate the activation, and if you do, destroy that card.
● When your opponent would Summon a monster(s): Negate the Summon, and if you do, destroy that monster(s).
● When an opponent's monster declares an attack: Negate the attack, then end the Battle Phase. 90,8330.16 21 4",https://db.ygoprodeck.com/card/?search=Cosmic%20Blazar%20Dragon,Cosmic Blazar Dragon,ATK: 4000 DEF: 4000,"1 Tuner Synchro Monster + 2 or more non-Tuner Synchro Monsters

Must be Synchro Summoned, and cannot be Special Summoned by other ways. You can banish this card until the End Phase to activate 1 of these Quick Effects;

● When your opponent activates a card or effect: Negate the activation, and if you do, destroy that card.

● When your opponent would Summon a monster(s): Negate the Summon, and if you do, destroy that monster(s).

● When an opponent's monster declares an attack: Negate the attack, then end the Battle Phase.",Synchro Monster
1585687190-5411,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Cyber EltaninEffect MonsterMachineCannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing all LIGHT Machine monsters from your field and GY. This card's ATK/DEF become the number of monsters banished for its Special Summon x 500. When this card is Special Summoned: Send all other face-up monsters on the field to the GY. 69,9880.10 9 1",https://db.ygoprodeck.com/card/?search=Cyber%20Eltanin,Cyber Eltanin,ATK: 0 DEF: 0,Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing all LIGHT Machine monsters from your field and GY. This card's ATK/DEF become the number of monsters banished for its Special Summon x 500. When this card is Special Summoned: Send all other face-up monsters on the field to the GY.,Effect Monster
1585687355-5487,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Dragon Master KnightFusion MonsterDragon""Black Luster Soldier"" + ""Blue-Eyes Ultimate Dragon""
Must be Fusion Summoned and cannot be Special Summoned by other ways. This card gains 500 ATK for each Dragon-Type monster you control, except this card. 58,9260.42 25 6",https://db.ygoprodeck.com/card/?search=Dragon%20Master%20Knight,null,,"""Black Luster Soldier"" + ""Blue-Eyes Ultimate Dragon""
Must be Fusion Summoned and cannot be Special Summoned by other ways. This card gains 500 ATK for each Dragon-Type monster you control, except this card.",Fusion Monster
1585687291-5459,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"T.G. Halberd Cannon/Assault ModeEffect MonsterMachineCannot be Normal Summoned/Set. Must be Special Summoned with ""Assault Mode Activate"". You can only use each of these effects of ""T.G. Halberd Cannon/Assault Mode"" once per turn.
● When your opponent would Summon a monster(s) (Quick Effect): You can negate the Summon, and if you do, banish all those monster(s), also all your opponent's Special Summoned monsters.
● When this card on the field is destroyed: You can target 1 ""T.G. Halberd Cannon"" in your GY; Special Summon it, ignoring its Summoning conditions. 16,6630.11 6 0",https://db.ygoprodeck.com/card/?search=T.G.%20Halberd%20Cannon%2FAssault%20Mode,T.G. Halberd Cannon/Assault Mode,ATK: 4500 DEF: 4500,"Cannot be Normal Summoned/Set. Must be Special Summoned with ""Assault Mode Activate"". You can only use each of these effects of ""T.G. Halberd Cannon/Assault Mode"" once per turn.

● When your opponent would Summon a monster(s) (Quick Effect): You can negate the Summon, and if you do, banish all those monster(s), also all your opponent's Special Summoned monsters.

● When this card on the field is destroyed: You can target 1 ""T.G. Halberd Cannon"" in your GY; Special Summon it, ignoring its Summoning conditions.",Effect Monster
1585687316-5469,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Red Nova DragonSynchro MonsterDragon2 Tuners + ""Red Dragon Archfiend""
This card gains 500 ATK for each Tuner monster in your Graveyard. Cannot be destroyed by an opponent's card effects. When an opponent's monster declares an attack: You can target the attacking monster; banish this card, and if you do, negate that attack. During the next End Phase: Special Summon this card banished by this effect. 63,7091.19 17 3",https://db.ygoprodeck.com/card/?search=Red%20Nova%20Dragon,Red Nova Dragon,ATK: 3500 DEF: 3000,"2 Tuners + ""Red Dragon Archfiend""
This card gains 500 ATK for each Tuner monster in your Graveyard. Cannot be destroyed by an opponent's card effects. When an opponent's monster declares an attack: You can target the attacking monster; banish this card, and if you do, negate that attack. During the next End Phase: Special Summon this card banished by this effect.",Synchro Monster
1585687295-5461,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Supreme King Z-ARCPendulum Effect Fusion MonsterDragon[ Pendulum Effect ]
Fusion, Synchro, and Xyz Monsters your opponent controls cannot activate their effects. Once per turn, when your opponent adds a card(s) from their Deck to their hand (except during the Draw Phase or the Damage Step): You can destroy that card(s).
----------------------------------------
[ Monster Effect ]
4 Dragon-Type monsters (1 Fusion, 1 Synchro, 1 Xyz, and 1 Pendulum)
Must be Fusion Summoned and cannot be Special Summoned by other ways. If this card is Special Summoned: Destroy all cards your opponent controls. Cannot be destroyed by your opponent's card effects. Your opponent cannot target this card with card effects. When this card destroys an opponent's monster by battle: You can Special Summon 1 ""Supreme King Dragon"" monster from your Deck or Extra Deck. If this card in the Monster Zone is destroyed by battle or card effect: You can place this card in your Pendulum Zone. 108,8960.14 68 27",https://db.ygoprodeck.com/card/?search=Supreme%20King%20Z-ARC,Supreme King Z-ARC,"ATK: 4000 DEF: 4000
Pendulum Scales: 1","[ Pendulum Effect ]

Fusion, Synchro, and Xyz Monsters your opponent controls cannot activate their effects. Once per turn, when your opponent adds a card(s) from their Deck to their hand (except during the Draw Phase or the Damage Step): You can destroy that card(s).

----------------------------------------

[ Monster Effect ]

4 Dragon-Type monsters (1 Fusion, 1 Synchro, 1 Xyz, and 1 Pendulum)

Must be Fusion Summoned and cannot be Special Summoned by other ways. If this card is Special Summoned: Destroy all cards your opponent controls. Cannot be destroyed by your opponent's card effects. Your opponent cannot target this card with card effects. When this card destroys an opponent's monster by battle: You can Special Summon 1 ""Supreme King Dragon"" monster from your Deck or Extra Deck. If this card in the Monster Zone is destroyed by battle or card effect: You can place this card in your Pendulum Zone.",Pendulum Effect Fusion Monster
1585687225-5428,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Arcana Force EX - The Light RulerEffect MonsterFairyCannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by sending 3 monsters you control to the Graveyard, and cannot be Special Summoned by other ways. When this card is Special Summoned: Toss a coin and gain the appropriate effect.
● Heads: When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can target 1 card in your Graveyard; add that target to your hand.
● Tails: During either player's turn, when a Spell/Trap Card, or monster effect, that targets this card is activated: This card loses exactly 1000 ATK and you negate the activation, and if you do, destroy it. 14,9120.17 6 0",https://db.ygoprodeck.com/card/?search=Arcana%20Force%20EX%20-%20The%20Light%20Ruler,Arcana Force EX - The Light Ruler,ATK: 4000 DEF: 4000,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by sending 3 monsters you control to the Graveyard, and cannot be Special Summoned by other ways. When this card is Special Summoned: Toss a coin and gain the appropriate effect.
● Heads: When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can target 1 card in your Graveyard; add that target to your hand.
● Tails: During either player's turn, when a Spell/Trap Card, or monster effect, that targets this card is activated: This card loses exactly 1000 ATK and you negate the activation, and if you do, destroy it.",Effect Monster
1585687306-5465,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Stardust Sifr Divine DragonSynchro MonsterDragon1 Tuner Synchro Monster + 2 or more non-Tuner Synchro Monsters
Must be Synchro Summoned and cannot be Special Summoned by other ways. The first time each card you control would be destroyed each turn, by battle or card effect, it is not destroyed. Once per turn, during either player's turn, when your opponent activates a monster effect: You can negate that effect, and if you do, destroy 1 card on the field. You can banish this card from your Graveyard, then target 1 Level 8 or lower ""Stardust"" monster in your Graveyard; Special Summon it. 70,2380.39 14 5",https://db.ygoprodeck.com/card/?search=Stardust%20Sifr%20Divine%20Dragon,Stardust Sifr Divine Dragon,ATK: 4000 DEF: 4000,"1 Tuner Synchro Monster + 2 or more non-Tuner Synchro Monsters
Must be Synchro Summoned and cannot be Special Summoned by other ways. The first time each card you control would be destroyed each turn, by battle or card effect, it is not destroyed. Once per turn, during either player's turn, when your opponent activates a monster effect: You can negate that effect, and if you do, destroy 1 card on the field. You can banish this card from your Graveyard, then target 1 Level 8 or lower ""Stardust"" monster in your Graveyard; Special Summon it.",Synchro Monster
1585687234-5432,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Ally of Justice Decisive ArmorSynchro MonsterMachine1 Tuner + 2 or more non-Tuner monsters 
 Once per turn, if your opponent controls a face-up LIGHT monster(s), you can activate 1 of these effects:
● Select 1 Set card your opponent controls and destroy it.
● Send 1 card from your hand to the Graveyard to destroy all Spell/Trap Cards your opponent controls.
● Send all cards in your hand to the Graveyard to look at your opponent's hand and send all LIGHT monsters in their hand to the Graveyard. Then, inflict damage to your opponent equal to the total ATK of the opponent's monsters sent to the Graveyard. 11,4831.18 3 0",https://db.ygoprodeck.com/card/?search=Ally%20of%20Justice%20Decisive%20Armor,Ally of Justice Decisive Armor,ATK: 3300 DEF: 3300,"1 Tuner + 2 or more non-Tuner monsters 
 Once per turn, if your opponent controls a face-up LIGHT monster(s), you can activate 1 of these effects:
● Select 1 Set card your opponent controls and destroy it.
● Send 1 card from your hand to the Graveyard to destroy all Spell/Trap Cards your opponent controls.
● Send all cards in your hand to the Graveyard to look at your opponent's hand and send all LIGHT monsters in their hand to the Graveyard. Then, inflict damage to your opponent equal to the total ATK of the opponent's monsters sent to the Graveyard.",Synchro Monster
1585687173-5403,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"D/D/D Gust High King AlexanderSynchro MonsterFiend1 Tuner + 1+ non-Tuner monsters
If 3 or more ""D/D/D"" monsters are on the field, this card gains 3000 ATK. If another ""D/D"" monster(s) is Normal or Special Summoned to your field while this monster is on the field (except during the Damage Step): You can target 1 ""D/D"" monster in your GY; Special Summon it. You can only use this effect of ""D/D/D Gust High King Alexander"" once per turn. 40,0340.22 5 2",https://db.ygoprodeck.com/card/?search=D%2FD%2FD%20Gust%20High%20King%20Alexander,D/D/D Gust High King Alexander,ATK: 3000 DEF: 2500,"1 Tuner + 1+ non-Tuner monsters

If 3 or more ""D/D/D"" monsters are on the field, this card gains 3000 ATK. If another ""D/D"" monster(s) is Normal or Special Summoned to your field while this monster is on the field (except during the Damage Step): You can target 1 ""D/D"" monster in your GY; Special Summon it. You can only use this effect of ""D/D/D Gust High King Alexander"" once per turn.",Synchro Monster
1585687361-5490,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Blue-Eyes Ultimate DragonFusion MonsterDragon""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" 166,8931.22 35 14",https://db.ygoprodeck.com/card/?search=Blue-Eyes%20Ultimate%20Dragon,Blue-Eyes Ultimate Dragon,ATK: 4500 DEF: 3800,"""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""",Fusion Monster
1585687351-5485,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Elemental HERO Divine NeosFusion MonsterWarriorMust be Fusion Summoned using any 5 ""Neos"", ""Neo Space"", ""Neo-Spacian"", or ""HERO"" monsters, including at least 1 ""Neos"" or ""Neo Space"" monster, 1 ""Neo-Spacian"" monster, and 1 ""HERO"" monster, and cannot be Special Summoned by other ways. Once per turn: You can banish 1 ""Neos"", ""Neo Space"", ""Neo-Spacian"", or ""HERO"" monster from your Graveyard; this card gains 500 ATK, and until the End Phase it also gains the banished monster's effects. 34,9830.68 9 5",https://db.ygoprodeck.com/card/?search=Elemental%20HERO%20Divine%20Neos,null,,,
1585687309-5466,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Shura the Combat StarFusion MonsterWarrior""Idaten the Conqueror Star"" + 1 Level 5 or higher Warrior monster
Once per turn, during the Battle Phase (Quick Effect): You can make the ATK of all face-up monsters your opponent currently controls 0. Once per battle, if a monster battles another monster, during damage calculation (Quick Effect): You can make each battling monster gain ATK equal to its own Level x 200, during that damage calculation only. If this Fusion Summoned card you control is destroyed by an opponent's card and sent to your GY: You can Special Summon 1 ""Idaten the Conqueror Star"" from your Extra Deck. (This is treated as a Fusion Summon.) 11,9820.16 7 1",https://db.ygoprodeck.com/card/?search=Shura%20the%20Combat%20Star,Shura the Combat Star,ATK: 0 DEF: 0,"""Idaten the Conqueror Star"" + 1 Level 5 or higher Warrior monster

Once per turn, during the Battle Phase (Quick Effect): You can make the ATK of all face-up monsters your opponent currently controls 0. Once per battle, if a monster battles another monster, during damage calculation (Quick Effect): You can make each battling monster gain ATK equal to its own Level x 200, during that damage calculation only. If this Fusion Summoned card you control is destroyed by an opponent's card and sent to your GY: You can Special Summon 1 ""Idaten the Conqueror Star"" from your Extra Deck. (This is treated as a Fusion Summon.)",Fusion Monster
1585687238-5434,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"A-to-Z-Dragon Buster CannonFusion MonsterMachine""ABC-Dragon Buster"" + ""XYZ-Dragon Cannon""
Must be Special Summoned (from your Extra Deck) by banishing cards you control with the above original names, and cannot be Special Summoned by other ways. (You do not use ""Polymerization"".) During either player's turn, when your opponent activates a Spell/Trap Card, or monster effect: You can discard 1 card; negate the activation, and if you do, destroy that card. During either player's turn: You can banish this card, then target 1 each of your banished ""ABC-Dragon Buster"", and ""XYZ-Dragon Cannon""; Special Summon them. 58,1170.23 22 31",https://db.ygoprodeck.com/card/?search=A-to-Z-Dragon%20Buster%20Cannon,A-to-Z-Dragon Buster Cannon,ATK: 4000 DEF: 4000,"""ABC-Dragon Buster"" + ""XYZ-Dragon Cannon""
Must be Special Summoned (from your Extra Deck) by banishing cards you control with the above original names, and cannot be Special Summoned by other ways. (You do not use ""Polymerization"".) During either player's turn, when your opponent activates a Spell/Trap Card, or monster effect: You can discard 1 card; negate the activation, and if you do, destroy that card. During either player's turn: You can banish this card, then target 1 each of your banished ""ABC-Dragon Buster"", and ""XYZ-Dragon Cannon""; Special Summon them.",Fusion Monster
1585687261-5445,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Infernoid TierraFusion MonsterFiend""Infernoid Onuncu"" + ""Infernoid Devyaty"" + 1 or more ""Infernoid"" monsters
When this card is Fusion Summoned, you can: Apply these effects, in sequence, depending on the number of Fusion Materials with different names used for this card's Summon;
● 3 or more: Each player sends 3 cards from their Extra Deck to the Graveyard.
● 5 or more: Each player sends the top 3 cards from their Deck to the Graveyard.
● 8 or more: Each player returns up to 3 of their banished cards to the Graveyard.
● 10 or more: Each player sends their entire hand to the Graveyard. 29,87511.12 6 1",https://db.ygoprodeck.com/card/?search=Infernoid%20Tierra,Infernoid Tierra,ATK: 3400 DEF: 3600,"""Infernoid Onuncu"" + ""Infernoid Devyaty"" + 1 or more ""Infernoid"" monsters
When this card is Fusion Summoned, you can: Apply these effects, in sequence, depending on the number of Fusion Materials with different names used for this card's Summon;
● 3 or more: Each player sends 3 cards from their Extra Deck to the Graveyard.
● 5 or more: Each player sends the top 3 cards from their Deck to the Graveyard.
● 8 or more: Each player returns up to 3 of their banished cards to the Graveyard.
● 10 or more: Each player sends their entire hand to the Graveyard.",Fusion Monster
1585687329-5475,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Number 77: The Seven SinsXYZ MonsterFiend2 Level 12 monsters
You can also Xyz Summon this card by using a Rank 10 or 11 DARK Xyz Monster you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.)  If Summoned this way, the following effect cannot be activated this turn. Once per turn: You can detach 2 Xyz Materials from this card; banish as many Special Summoned monsters your opponent controls as possible, then attach 1 of those banished monsters to this card as Xyz Material. If this face-up card on the field would be destroyed by battle or card effect, you can detach 1 Xyz Material from this card instead. 123,9762.95 12 2",https://db.ygoprodeck.com/card/?search=Number%2077%3A%20The%20Seven%20Sins,Number 77: The Seven Sins,ATK: 4000 DEF: 3000,"2 Level 12 monsters
You can also Xyz Summon this card by using a Rank 10 or 11 DARK Xyz Monster you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.)  If Summoned this way, the following effect cannot be activated this turn. Once per turn: You can detach 2 Xyz Materials from this card; banish as many Special Summoned monsters your opponent controls as possible, then attach 1 of those banished monsters to this card as Xyz Material. If this face-up card on the field would be destroyed by battle or card effect, you can detach 1 Xyz Material from this card instead.",XYZ Monster
1585687236-5433,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"All-Eyes Phantom DragonPendulum Effect MonsterDragon[ Pendulum Effect ]
Once per turn, at the end of the Damage Step, if your Dragon Pendulum Monster attacked an opponent's monster: You can activate this effect; it can attack again in a row. You cannot declare attacks the turn you activate this effect, except with that monster.
----------------------------------------
[ Monster Effect ]
Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand or face-up Extra Deck) by Tributing all monsters you control (min. 2), including a Dragon Pendulum Monster. You can only Special Summon ""All-Eyes Phantom Dragon"" once per turn this way. Once per turn, during damage calculation, if this card battles an opponent's monster: Double this card's current ATK until the end of this turn. Once per turn, when your opponent activates a Spell/Trap Card or effect (Quick Effect): You can send 1 Spell/Trap you control to the GY; negate the activation. 25,8350.36 4 1",https://db.ygoprodeck.com/card/?search=All-Eyes%20Phantom%20Dragon,All-Eyes Phantom Dragon,"ATK: 3000 DEF: 2500
Pendulum Scales: 0","[ Pendulum Effect ]

Once per turn, at the end of the Damage Step, if your Dragon Pendulum Monster attacked an opponent's monster: You can activate this effect; it can attack again in a row. You cannot declare attacks the turn you activate this effect, except with that monster.

----------------------------------------

[ Monster Effect ]

Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand or face-up Extra Deck) by Tributing all monsters you control (min. 2), including a Dragon Pendulum Monster. You can only Special Summon ""All-Eyes Phantom Dragon"" once per turn this way. Once per turn, during damage calculation, if this card battles an opponent's monster: Double this card's current ATK until the end of this turn. Once per turn, when your opponent activates a Spell/Trap Card or effect (Quick Effect): You can send 1 Spell/Trap you control to the GY; negate the activation.",Pendulum Effect Monster
1585687202-5417,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Chimeratech Megafleet DragonFusion MonsterMachine1 ""Cyber Dragon"" monster + 1+ monsters in the Extra Monster Zone
Cannot be used as Fusion Material. Must first be Special Summoned (from your Extra Deck) by sending the above cards from either field to the GY. (You do not use ""Polymerization"".) The original ATK of this card becomes 1200 x the number of Fusion Materials used for its Special Summon. 303,8695.83 13 6",https://db.ygoprodeck.com/card/?search=Chimeratech%20Megafleet%20Dragon,Chimeratech Megafleet Dragon,ATK: 0 DEF: 0,"1 ""Cyber Dragon"" monster + 1+ monsters in the Extra Monster Zone

Cannot be used as Fusion Material. Must first be Special Summoned (from your Extra Deck) by sending the above cards from either field to the GY. (You do not use ""Polymerization"".) The original ATK of this card becomes 1200 x the number of Fusion Materials used for its Special Summon.",Fusion Monster
1585687166-5400,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"D/D/D Wave Oblivion King Caesar RagnarokFusion MonsterFiend2 ""D/D/D"" monsters
Once per turn, when an attack is declared involving this card: You can target 1 other ""D/D"" or ""Dark Contract"" card you control; return it to the hand, and if you do, equip 1 face-up monster your opponent controls to this card, except the battling monster. This card gains ATK equal to the combined original ATK of the monsters equipped to it by this effect. 46,9200.86 7 1",https://db.ygoprodeck.com/card/?search=D%2FD%2FD%20Wave%20Oblivion%20King%20Caesar%20Ragnarok,D/D/D Wave Oblivion King Caesar Ragnarok,ATK: 3200 DEF: 3000,"2 ""D/D/D"" monsters
Once per turn, when an attack is declared involving this card: You can target 1 other ""D/D"" or ""Dark Contract"" card you control; return it to the hand, and if you do, equip 1 face-up monster your opponent controls to this card, except the battling monster. This card gains ATK equal to the combined original ATK of the monsters equipped to it by this effect.",Fusion Monster
1585687334-5477,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Meklord Astro MekanikleEffect MonsterMachineCannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by sending 3 ""Meklord"" monsters from your hand to the Graveyard, and cannot be Special Summoned by other ways. Once per turn: You can target 1 Synchro Monster your opponent controls; equip that target to this card. This card gains ATK equal to the combined ATK of the monsters equipped to it by this effect. Once per turn, during your Standby Phase: You can send 1 of these equipped monsters you control to the Graveyard; inflict damage to your opponent equal to that monster's original ATK. You cannot conduct your Battle Phase the turn you activate this effect. 9,5710.61 4 4",https://db.ygoprodeck.com/card/?search=Meklord%20Astro%20Mekanikle,null,,,
1585687289-5458,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"The Creator God of Light, HorakhtyEffect MonsterCreator-GodCannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by Tributing 3 monsters whose original names are ""Slifer the Sky Dragon"", ""Obelisk the Tormentor"", and ""The Winged Dragon of Ra"", and cannot be Special Summoned by other ways. This card's Special Summon cannot be negated. The player that Special Summons this card wins the Duel. 100,4130.00 83 22",https://db.ygoprodeck.com/card/?search=The%20Creator%20God%20of%20Light%2C%20Horakhty,"The Creator God of Light, Horakhty",ATK: 0 DEF: 0,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by Tributing 3 monsters whose original names are ""Slifer the Sky Dragon"", ""Obelisk the Tormentor"", and ""The Winged Dragon of Ra"", and cannot be Special Summoned by other ways. This card's Special Summon cannot be negated. The player that Special Summons this card wins the Duel.",Effect Monster
1585687210-5421,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Blackwing Full Armor MasterSynchro MonsterWinged Beast1 ""Blackwing"" Tuner + 1+ non-Tuner monsters
Unaffected by other cards' effects. Each time a monster your opponent controls activates its effect, place 1 Wedge Counter on that opponent's monster (max. 1) after that effect resolves. Once per turn: You can target 1 monster your opponent controls with a Wedge Counter; take control of it. Once per turn, during your End Phase: You can destroy all monsters on the field with a Wedge Counter. 96,88011.48 15 6",https://db.ygoprodeck.com/card/?search=Blackwing%20Full%20Armor%20Master,Blackwing Full Armor Master,ATK: 3000 DEF: 3000,"1 ""Blackwing"" Tuner + 1+ non-Tuner monsters

Unaffected by other cards' effects. Each time a monster your opponent controls activates its effect, place 1 Wedge Counter on that opponent's monster (max. 1) after that effect resolves. Once per turn: You can target 1 monster your opponent controls with a Wedge Counter; take control of it. Once per turn, during your End Phase: You can destroy all monsters on the field with a Wedge Counter.",Synchro Monster
1585687263-5446,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Hyper Psychic Blaster/Assault ModeEffect MonsterPsychicThis card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Assault Mode Activate"". If this card battles a monster, at the end of the Damage Step, inflict damage to your opponent equal to that monster's DEF and gain Life Points equal to its ATK. When this card on the field is destroyed, you can Special Summon 1 ""Hyper Psychic Blaster"" from your Graveyard. 8,2930.34 10 0",https://db.ygoprodeck.com/card/?search=Hyper%20Psychic%20Blaster%2FAssault%20Mode,null,,,
1585687251-5440,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Star EaterSynchro MonsterDragon1 Tuner + 1 or more non-Tuner monsters
Must be Synchro Summoned, and cannot be Special Summoned by other ways. This card's Synchro Summon cannot be negated. When Synchro Summoned, cards and effects cannot be activated. If this card attacks, it is unaffected by other card effects until the end of the Damage Step. 69,0495.63 10 2",https://db.ygoprodeck.com/card/?search=Star%20Eater,Star Eater,ATK: 3200 DEF: 2800,"1 Tuner + 1 or more non-Tuner monsters
Must be Synchro Summoned, and cannot be Special Summoned by other ways. This card's Synchro Summon cannot be negated. When Synchro Summoned, cards and effects cannot be activated. If this card attacks, it is unaffected by other card effects until the end of the Damage Step.",Synchro Monster
1585687158-5396,https://db.ygoprodeck.com/search/?&sort=level&sortorder=desc&num=100&offset=0&view=List,"Darkness NeosphereEffect MonsterFiendThis card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 1 Fiend-Type monster you control and 1 Fiend-Type monster from your hand to the Graveyard when your opponent's monster declares an attack. This card cannot be destroyed by battle. Once per turn, you can return all face-up Trap Cards you control to the hand. 16,2231.74 9 7",https://db.ygoprodeck.com/card/?search=Darkness%20Neosphere,Darkness Neosphere,ATK: 4000 DEF: 4000,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 1 Fiend-Type monster you control and 1 Fiend-Type monster from your hand to the Graveyard when your opponent's monster declares an attack. This card cannot be destroyed by battle. Once per turn, you can return all face-up Trap Cards you control to the hand.",Effect Monster
